group,alpha_idx,lambda_idx,alpha,lam,seed,final_step_measured,fourier_sparsity,circularity_top_freq,weight_norm_total,embedding_stable_rank,embedding_effective_rank,lm_head_effective_rank,dom_freq_0,dom_freq_1,dom_freq_2,dom_freq_3,dom_freq_4,source_file,first_step,first_fourier_sparsity,first_circularity_top_freq,first_weight_norm_total,first_embedding_stable_rank,first_embedding_effective_rank,first_lm_head_effective_rank,phase,t_train,t_test,final_step,delta_fourier_sparsity,delta_circularity_drop,dominant_freqs,top_canonical_freq,fourier_score,fourier_sparsity_pct_in_group,circularity_good_pct_in_group,fourier_evidence,mechanism_call
C,0,5,0.1,3.162278,0,100000,0.877446711063385,0.2899266481399536,30.027029037475586,6.3373284339904785,28.254762649536133,56.92261505126953,44.0,69.0,108.0,5.0,33.0,results/scans/C_p113_phase1.parquet,100,0.4098835289478302,0.35543403029441833,17.00309181213379,14.274161338806152,55.755767822265625,45.74220275878906,memorize,100.0,,100000,0.4675631821155548,0.06550738215446472,"44,69,108,5,33",44.0,83.19,0.9074074074074074,0.2222222222222222,strong,memorization_or_lookup
C,1,0,0.2,0.01,0,100000,0.760675847530365,0.13989011943340302,791.30419921875,9.715644836425781,43.90286636352539,5.792925834655762,40.0,73.0,112.0,1.0,5.0,results/scans/C_p113_phase1.parquet,100,0.32345762848854065,0.3539818227291107,21.927522659301758,13.089381217956543,56.778343200683594,43.71946334838867,memorize,100.0,,100000,0.43721821904182434,0.2140917032957077,"40,73,112,1,5",40.0,85.46,0.25925925925925924,0.6851851851851851,strong,memorization_or_lookup
C,1,1,0.2,0.031623,0,100000,0.8255129456520081,0.18862444162368774,662.20703125,8.048222541809082,35.566932678222656,4.659580707550049,30.0,83.0,73.0,40.0,5.0,results/scans/C_p113_phase1.parquet,100,0.3265891969203949,0.35260581970214844,21.900663375854492,13.004388809204102,56.74599838256836,43.76959991455078,grok,100.0,100000.0,100000,0.49892374873161316,0.1639813780784607,"30,83,73,40,5",30.0,89.1,0.48148148148148145,0.4629629629629629,strong,fourier_like_strong
C,1,2,0.2,0.1,0,100000,0.8256839513778687,0.17344774305820465,26.936290740966797,7.460683345794678,38.62761306762695,60.814720153808594,30.0,83.0,108.0,5.0,40.0,results/scans/C_p113_phase1.parquet,100,0.3247215151786804,0.29717516899108887,21.749637603759766,13.625870704650879,56.763671875,43.7164421081543,grok,1000.0,100000.0,100000,0.5009624361991882,0.12372742593288422,"30,83,108,5,40",30.0,90.33,0.5,0.537037037037037,strong,fourier_like_strong
C,1,3,0.2,0.316228,0,100000,0.8686648011207581,0.13454212248325348,28.468717575073242,7.167849063873291,32.383140563964844,60.547019958496094,30.0,83.0,108.0,5.0,40.0,results/scans/C_p113_phase1.parquet,100,0.3298899531364441,0.352509081363678,21.353506088256836,12.95418930053711,56.67166519165039,43.51980972290039,grok,100.0,10000.0,100000,0.538774847984314,0.2179669588804245,"30,83,108,5,40",30.0,96.37,0.8518518518518519,0.7222222222222222,strong,fourier_like_strong
C,1,4,0.2,1.0,0,100000,0.801827609539032,0.18087947368621826,33.341426849365234,7.873878479003906,36.291568756103516,60.084747314453125,30.0,83.0,112.0,1.0,5.0,results/scans/C_p113_phase1.parquet,100,0.3374907374382019,0.3135058879852295,20.105937957763672,12.406585693359375,56.5203742980957,42.86682891845703,comprehend,1000.0,1000.0,100000,0.4643368721008301,0.13262641429901123,"30,83,112,1,5",30.0,86.81,0.37037037037037035,0.5,strong,fourier_like_strong
C,1,5,0.2,3.162278,0,100000,0.8555974960327148,0.3138100802898407,29.021366119384766,5.013280391693115,27.423561096191406,54.57248306274414,5.0,108.0,112.0,1.0,40.0,results/scans/C_p113_phase1.parquet,100,0.3615385591983795,0.3794122040271759,16.69312858581543,10.964336395263672,55.949012756347656,41.016639709472656,memorize,1000.0,,100000,0.4940589368343353,0.0656021237373352,"5,108,112,1,40",5.0,81.74,0.7407407407407407,0.14814814814814814,strong,memorization_or_lookup
C,2,0,0.3,0.01,0,100000,0.6808087825775146,0.15853336453437805,851.3984375,8.53196907043457,43.58903121948242,5.420661926269531,3.0,110.0,73.0,40.0,30.0,results/scans/C_p113_phase1.parquet,100,0.28027114272117615,0.40922120213508606,21.9503231048584,12.312658309936523,56.531639099121094,43.83182907104492,memorize,100.0,,100000,0.4005376398563385,0.250687837600708,"3,110,73,40,30",3.0,75.46,0.07407407407407407,0.5925925925925926,strong,memorization_or_lookup
C,2,1,0.3,0.031623,0,100000,0.7020902037620544,0.167413592338562,708.8875732421875,7.927393436431885,39.71226119995117,4.265871524810791,3.0,110.0,73.0,40.0,35.0,results/scans/C_p113_phase1.parquet,100,0.28084173798561096,0.4083597958087921,21.903425216674805,12.452353477478027,56.52317810058594,43.81203842163086,grok,100.0,100000.0,100000,0.4212484657764435,0.2409462034702301,"3,110,73,40,35",3.0,77.22,0.1111111111111111,0.5555555555555556,strong,fourier_like_strong
C,2,2,0.3,0.1,0,100000,0.6728940606117249,0.14894245564937592,28.609865188598633,6.864848613739014,38.79109573364258,47.851402282714844,3.0,110.0,73.0,40.0,30.0,results/scans/C_p113_phase1.parquet,100,0.2804880142211914,0.40689122676849365,21.768301010131836,12.225890159606934,56.509944915771484,43.74944305419922,grok,100.0,100000.0,100000,0.39240604639053345,0.25794877111911774,"3,110,73,40,30",3.0,75.29,0.05555555555555555,0.6111111111111112,strong,fourier_like_strong
C,2,3,0.3,0.316228,0,100000,0.8641197681427002,0.2532167434692383,30.656272888183594,4.927309989929199,32.424171447753906,41.262489318847656,35.0,78.0,108.0,5.0,14.0,results/scans/C_p113_phase1.parquet,100,0.2854171395301819,0.40666237473487854,21.353099822998047,12.3615140914917,56.49176025390625,43.52246856689453,grok,100.0,100000.0,100000,0.5787026286125183,0.15344563126564026,"35,78,108,5,14",35.0,87.76,0.8333333333333334,0.2962962962962963,strong,fourier_like_strong
C,2,4,0.3,1.0,0,100000,0.5761513710021973,0.3868297040462494,36.23512649536133,5.9085540771484375,36.820220947265625,42.8261833190918,3.0,110.0,80.0,33.0,40.0,results/scans/C_p113_phase1.parquet,100,0.29694414138793945,0.3981923460960388,20.108461380004883,11.930070877075195,56.357479095458984,42.88660430908203,comprehend,1000.0,1000.0,100000,0.2792072296142578,0.011362642049789429,"3,110,80,33,40",3.0,45.37,0.037037037037037035,0.07407407407407407,moderate,fourier_like_moderate
C,2,5,0.3,3.162278,0,100000,0.7253105044364929,0.3315463960170746,33.58310317993164,7.632052898406982,32.16118621826172,52.81113052368164,30.0,83.0,110.0,3.0,18.0,results/scans/C_p113_phase1.parquet,100,0.33176368474960327,0.3718163073062897,16.67400360107422,10.764151573181152,55.78057861328125,40.778011322021484,memorize,1000.0,,100000,0.39354681968688965,0.04026991128921509,"30,83,110,3,18",30.0,66.35,0.18518518518518517,0.11111111111111116,moderate,memorization_or_lookup
C,3,0,0.4,0.01,0,100000,0.7473753690719604,0.10422803461551666,877.4423217773438,8.011479377746582,44.44225311279297,5.141208171844482,18.0,95.0,83.0,30.0,40.0,results/scans/C_p113_phase1.parquet,100,0.3447352349758148,0.2785552144050598,21.665218353271484,13.06958293914795,55.967132568359375,41.575374603271484,grok,1000.0,100000.0,100000,0.40264013409614563,0.17432717978954315,"18,95,83,30,40",18.0,86.37,0.2222222222222222,0.8518518518518519,strong,fourier_like_strong
C,3,1,0.4,0.031623,0,100000,0.8691202402114868,0.21735869348049164,665.3892211914062,5.8560709953308105,29.59580421447754,5.428991794586182,18.0,95.0,73.0,40.0,30.0,results/scans/C_p113_phase1.parquet,100,0.34456685185432434,0.2814595401287079,21.624574661254883,12.960113525390625,55.961448669433594,41.57402801513672,grok,1000.0,100000.0,100000,0.5245533883571625,0.06410084664821625,"18,95,73,40,30",18.0,89.71,0.8703703703703703,0.37037037037037035,strong,fourier_like_strong
C,3,2,0.4,0.1,0,100000,0.8444804549217224,0.23210248351097107,27.362825393676758,7.424153804779053,35.89053726196289,61.07109069824219,30.0,83.0,73.0,40.0,18.0,results/scans/C_p113_phase1.parquet,100,0.34448519349098206,0.27900588512420654,21.47994613647461,12.646377563476562,55.93605041503906,41.40363311767578,comprehend,1000.0,1000.0,100000,0.49999526143074036,0.046903401613235474,"30,83,73,40,18",30.0,87.63,0.5925925925925926,0.35185185185185186,strong,fourier_like_strong
C,3,3,0.4,0.316228,0,100000,0.847118079662323,0.13980290293693542,32.399147033691406,6.662359237670898,33.95374298095703,55.13047409057617,40.0,73.0,104.0,9.0,30.0,results/scans/C_p113_phase1.parquet,100,0.3474026620388031,0.27882999181747437,21.072193145751953,12.939828872680664,55.89874267578125,41.219940185546875,comprehend,1000.0,10000.0,100000,0.4997154176235199,0.13902708888053894,"40,73,104,9,30",40.0,95.07,0.6296296296296297,0.7037037037037037,strong,fourier_like_strong
C,3,4,0.4,1.0,0,100000,0.8515982627868652,0.2644907236099243,33.603187561035156,7.509851932525635,30.14152717590332,60.61918258666992,30.0,83.0,73.0,40.0,18.0,results/scans/C_p113_phase1.parquet,100,0.3553335666656494,0.2802836000919342,19.85303497314453,12.812435150146484,55.78400802612305,40.76891326904297,comprehend,1000.0,10000.0,100000,0.4962646961212158,0.015792876482009888,"30,83,73,40,18",30.0,85.61,0.6666666666666666,0.2407407407407407,strong,fourier_like_strong
C,3,5,0.4,3.162278,0,100000,0.8798609972000122,0.1857982575893402,30.729026794433594,5.991243839263916,26.15190887451172,52.65633773803711,30.0,83.0,95.0,18.0,9.0,results/scans/C_p113_phase1.parquet,100,0.3867899179458618,0.2819671630859375,16.4966983795166,11.490747451782227,55.146568298339844,39.01012420654297,memorize,1000.0,,100000,0.4930710792541504,0.09616890549659729,"30,83,95,18,9",30.0,91.68,0.9259259259259259,0.4814814814814815,strong,memorization_or_lookup
C,4,0,0.5,0.01,0,100000,0.6907905340194702,0.09491734206676483,863.0447387695312,5.805328369140625,43.048954010009766,4.93550443649292,30.0,83.0,86.0,27.0,11.0,results/scans/C_p113_phase1.parquet,100,0.2703608572483063,0.36331307888031006,21.548320770263672,10.430158615112305,56.44873046875,40.367671966552734,comprehend,1000.0,1000.0,100000,0.42042967677116394,0.2683957368135452,"30,83,86,27,11",30.0,81.32,0.09259259259259259,0.9074074074074074,strong,fourier_like_strong
C,4,1,0.5,0.031623,0,100000,0.7789773344993591,0.07807598263025284,346.90740966796875,5.0613627433776855,35.31952667236328,9.877079963684082,30.0,83.0,86.0,27.0,11.0,results/scans/C_p113_phase1.parquet,100,0.2710530161857605,0.3606390655040741,21.515140533447266,10.459624290466309,56.45306396484375,40.358577728271484,comprehend,1000.0,1000.0,100000,0.5079243183135986,0.28256308287382126,"30,83,86,27,11",30.0,91.48,0.3148148148148148,0.962962962962963,strong,fourier_like_strong
C,4,2,0.5,0.1,0,100000,0.8089978098869324,0.20501066744327545,28.92475128173828,6.5578436851501465,36.398765563964844,55.90162658691406,53.0,60.0,102.0,11.0,30.0,results/scans/C_p113_phase1.parquet,100,0.27098336815834045,0.3607691526412964,21.383663177490234,10.52845573425293,56.45368576049805,40.29041290283203,comprehend,1000.0,1000.0,100000,0.5380144417285919,0.15575848519802094,"53,60,102,11,30",53.0,86.78,0.42592592592592593,0.38888888888888884,strong,fourier_like_strong
C,4,3,0.5,0.316228,0,100000,0.8637183308601379,0.08695456385612488,32.594268798828125,5.675526142120361,27.853858947753906,41.25282669067383,27.0,86.0,83.0,30.0,43.0,results/scans/C_p113_phase1.parquet,100,0.27301862835884094,0.3400862514972687,20.967880249023438,10.376118659973145,56.40745162963867,39.95741653442383,comprehend,1000.0,1000.0,100000,0.590699702501297,0.2531316876411438,"27,86,83,30,43",27.0,99.86,0.8148148148148148,0.9444444444444444,strong,fourier_like_strong
C,4,4,0.5,1.0,0,100000,0.7523059844970703,0.11679868400096893,30.481775283813477,5.502402305603027,34.51698303222656,35.69839096069336,30.0,83.0,86.0,27.0,11.0,results/scans/C_p113_phase1.parquet,100,0.2745172083377838,0.3375455141067505,19.733905792236328,10.169159889221191,56.32810974121094,39.20181655883789,comprehend,1000.0,1000.0,100000,0.4777887761592865,0.22074683010578156,"30,83,86,27,11",30.0,87.04,0.24074074074074073,0.7777777777777778,strong,fourier_like_strong
C,4,5,0.5,3.162278,0,100000,0.7671343684196472,0.3054620623588562,29.849706649780273,5.746227741241455,29.039976119995117,54.21586608886719,27.0,86.0,83.0,30.0,54.0,results/scans/C_p113_phase1.parquet,100,0.2894693613052368,0.3218800723552704,16.372438430786133,8.580142974853516,55.654563903808594,36.71241760253906,memorize,1000.0,,100000,0.4776650071144104,0.016418009996414185,"27,86,83,30,54",27.0,73.85,0.2777777777777778,0.18518518518518523,strong,memorization_or_lookup
C,5,0,0.6,0.01,0,100000,0.7265480160713196,0.09605998545885086,566.756103515625,5.811596870422363,45.02476119995117,6.618832588195801,5.0,108.0,92.0,21.0,18.0,results/scans/C_p113_phase1.parquet,100,0.23425401747226715,0.24220682680606842,20.762096405029297,8.291817665100098,56.789852142333984,32.96046829223633,comprehend,1000.0,1000.0,100000,0.49229399859905243,0.14614684134721756,"5,108,92,21,18",5.0,86.0,0.2037037037037037,0.8888888888888888,strong,fourier_like_strong
C,5,1,0.6,0.031623,0,100000,0.8492519855499268,0.12107791751623154,107.25373077392578,5.048365592956543,35.25706481933594,20.374597549438477,10.0,103.0,92.0,21.0,5.0,results/scans/C_p113_phase1.parquet,100,0.23375490307807922,0.24600599706172943,20.733530044555664,8.334562301635742,56.807918548583984,32.939964294433594,comprehend,1000.0,1000.0,100000,0.6154970824718475,0.1249280795454979,"10,103,92,21,5",10.0,98.29,0.6481481481481481,0.7407407407407407,strong,fourier_like_strong
C,5,2,0.6,0.1,0,100000,0.8351125121116638,0.19285938143730164,28.85837745666504,6.563179969787598,37.49842834472656,39.09906768798828,10.0,103.0,92.0,21.0,5.0,results/scans/C_p113_phase1.parquet,100,0.23335959017276764,0.24269549548625946,20.58994483947754,8.275416374206543,56.79253387451172,32.79986572265625,comprehend,1000.0,1000.0,100000,0.6017529219388962,0.049836114048957825,"10,103,92,21,5",10.0,91.29,0.5555555555555556,0.40740740740740744,strong,fourier_like_strong
C,5,3,0.6,0.316228,0,100000,0.7217727899551392,0.15931113064289093,33.839080810546875,4.9145283699035645,38.22195816040039,33.6054573059082,15.0,98.0,95.0,18.0,5.0,results/scans/C_p113_phase1.parquet,100,0.23386693000793457,0.246130108833313,20.192461013793945,8.198359489440918,56.770545959472656,32.50931167602539,comprehend,1000.0,1000.0,100000,0.4879058599472046,0.08681897819042206,"15,98,95,18,5",15.0,80.84,0.16666666666666666,0.5740740740740741,strong,fourier_like_strong
C,5,4,0.6,1.0,0,100000,0.7911193370819092,0.3132435083389282,34.959999084472656,10.470104217529297,30.45203971862793,30.25653839111328,1.0,112.0,57.0,56.0,30.0,results/scans/C_p113_phase1.parquet,100,0.23571760952472687,0.24020987749099731,18.941097259521484,7.8609514236450195,56.64821243286133,31.51057243347168,comprehend,1000.0,1000.0,100000,0.5554017275571823,-0.07303363084793091,"1,112,57,56,30",1.0,76.84,0.3333333333333333,0.16666666666666663,strong,fourier_like_strong
C,5,5,0.6,3.162278,0,500000,0.5679605007171631,0.9600164294242859,31.12248992919922,1.5686910152435303,19.00978660583496,51.63956832885742,5.0,108.0,103.0,10.0,30.0,results/scans/C_p113_phase1.parquet,100,0.248073011636734,0.24531863629817963,15.599501609802246,6.88303804397583,56.24311065673828,28.635662078857422,memorize,10000.0,,500000,0.3198874890804291,-0.7146977931261063,"5,108,103,10,30",5.0,32.49,0.018518518518518517,0.0,weak,memorization_or_lookup
C,6,0,0.7,0.01,0,100000,0.8088721036911011,0.1189994066953659,265.87939453125,6.041656494140625,42.4499397277832,14.173062324523926,5.0,108.0,90.0,23.0,10.0,results/scans/C_p113_phase1.parquet,100,0.20204493403434753,0.27081790566444397,20.707584381103516,7.725095272064209,56.77511978149414,32.27614974975586,comprehend,1000.0,10000.0,100000,0.6068271696567535,0.15181849896907806,"5,108,90,23,10",5.0,94.41,0.4074074074074074,0.7592592592592593,strong,fourier_like_strong
C,6,1,0.7,0.031623,0,100000,0.9086164236068726,0.09248092770576477,50.81796646118164,3.7151753902435303,31.642553329467773,35.13334274291992,5.0,108.0,90.0,23.0,46.0,results/scans/C_p113_phase1.parquet,100,0.20195597410202026,0.27082931995391846,20.67116928100586,7.725198745727539,56.7747688293457,32.248111724853516,comprehend,1000.0,10000.0,100000,0.7066604495048523,0.1783483922481537,"5,108,90,23,46",5.0,100.0,0.9814814814814815,0.9259259259259259,strong,fourier_like_strong
C,6,2,0.7,0.1,0,100000,0.8218975067138672,0.3014993965625763,29.595367431640625,5.080016136169434,33.05082321166992,39.19529342651367,10.0,103.0,90.0,23.0,5.0,results/scans/C_p113_phase1.parquet,100,0.2024504393339157,0.27284589409828186,20.539552688598633,7.67399263381958,56.7623176574707,32.161678314208984,comprehend,1000.0,1000.0,100000,0.6194470673799515,-0.028653502464294434,"10,103,90,23,5",10.0,81.52,0.46296296296296297,0.20370370370370372,strong,fourier_like_strong
C,6,3,0.7,0.316228,0,100000,0.8537754416465759,0.10923516750335693,34.307281494140625,5.414132118225098,30.759164810180664,39.35759353637695,10.0,103.0,90.0,23.0,5.0,results/scans/C_p113_phase1.parquet,100,0.20396411418914795,0.27282750606536865,20.13616943359375,7.594486236572266,56.73147201538086,31.87723731994629,comprehend,1000.0,10000.0,100000,0.649811327457428,0.16359233856201172,"10,103,90,23,5",10.0,99.28,0.7037037037037037,0.8333333333333334,strong,fourier_like_strong
C,6,4,0.7,1.0,0,500000,0.8615368008613586,0.24306683242321014,35.91493225097656,5.490325450897217,28.80931282043457,46.66263198852539,10.0,103.0,108.0,5.0,42.0,results/scans/C_p113_phase1.parquet,100,0.21209518611431122,0.2646939158439636,18.90066909790039,7.26339054107666,56.56879806518555,31.050687789916992,comprehend,10000.0,10000.0,500000,0.6494416147470474,0.02162708342075348,"10,103,108,5,42",10.0,88.87,0.7962962962962963,0.33333333333333337,strong,fourier_like_strong
C,6,5,0.7,3.162278,0,1000000,0.8032468557357788,0.4100405275821686,25.415578842163086,1.8360569477081299,16.66105842590332,14.046611785888672,5.0,108.0,103.0,10.0,15.0,results/scans/C_p113_phase1.parquet,100,0.22814887762069702,0.2699691355228424,15.57065486907959,6.48546838760376,56.20292663574219,28.194839477539062,fail,,,1000000,0.5750979781150818,-0.14007139205932617,"5,108,103,10,15",5.0,70.83,0.3888888888888889,0.05555555555555558,strong,no_generalization_or_fail
C,7,0,0.8,0.01,0,100000,0.7079592943191528,0.17916208505630493,615.2752075195312,7.229865074157715,44.8955078125,6.106300354003906,22.0,91.0,102.0,11.0,5.0,results/scans/C_p113_phase1.parquet,100,0.2356494963169098,0.31322988867759705,21.13005828857422,9.458887100219727,56.636844635009766,35.8857536315918,comprehend,1000.0,1000.0,100000,0.47230979800224304,0.13406780362129211,"22,91,102,11,5",22.0,77.67,0.12962962962962962,0.5185185185185186,strong,fourier_like_strong
C,7,1,0.8,0.031623,0,100000,0.8550711274147034,0.14412830770015717,387.21514892578125,5.545516490936279,33.001136779785156,8.364030838012695,22.0,91.0,103.0,10.0,11.0,results/scans/C_p113_phase1.parquet,100,0.23554503917694092,0.3116820454597473,21.085002899169922,9.541223526000977,56.6316032409668,35.83823013305664,comprehend,1000.0,1000.0,100000,0.6195260882377625,0.16755373775959015,"22,91,103,10,11",22.0,96.57,0.7222222222222222,0.6481481481481481,strong,fourier_like_strong
C,7,2,0.8,0.1,0,100000,0.8710243701934814,0.14395450055599213,29.18549919128418,4.088085651397705,31.01028823852539,39.1167106628418,11.0,102.0,103.0,10.0,5.0,results/scans/C_p113_phase1.parquet,100,0.23461560904979706,0.3082321584224701,20.94828987121582,9.457776069641113,56.64594268798828,35.69350814819336,comprehend,1000.0,1000.0,100000,0.6364087611436844,0.16427765786647797,"11,102,103,10,5",11.0,96.58,0.8888888888888888,0.6666666666666667,strong,fourier_like_strong
C,7,3,0.8,0.316228,0,100000,0.9001822471618652,0.1122961938381195,29.481393814086914,5.910048007965088,27.780189514160156,54.774269104003906,10.0,103.0,91.0,22.0,5.0,results/scans/C_p113_phase1.parquet,100,0.23617179691791534,0.31363850831985474,20.55579376220703,9.384895324707031,56.58989715576172,35.554725646972656,comprehend,1000.0,1000.0,100000,0.6640104502439499,0.20134231448173523,"10,103,91,22,5",10.0,99.04,0.9444444444444444,0.7962962962962963,strong,fourier_like_strong
C,7,4,0.8,1.0,0,100000,0.8416248559951782,0.19173282384872437,31.534509658813477,5.654740810394287,26.33224868774414,48.543479919433594,10.0,103.0,102.0,11.0,5.0,results/scans/C_p113_phase1.parquet,100,0.24424660205841064,0.3129335939884186,19.324304580688477,8.844474792480469,56.439796447753906,34.793025970458984,comprehend,1000.0,1000.0,100000,0.5973782539367676,0.12120077013969421,"10,103,102,11,5",10.0,91.99,0.5740740740740741,0.4444444444444444,strong,fourier_like_strong
C,7,5,0.8,3.162278,0,500000,0.7148444652557373,0.6333666443824768,30.58421516418457,2.0285391807556152,19.79798126220703,50.972164154052734,2.0,111.0,109.0,4.0,14.0,results/scans/C_p113_phase1.parquet,100,0.27006426453590393,0.32595324516296387,15.985274314880371,7.950352191925049,55.957977294921875,32.62924575805664,comprehend,10000.0,10000.0,500000,0.4447802007198334,-0.30741339921951294,"2,111,109,4,14",2.0,49.1,0.14814814814814814,0.01851851851851849,moderate,fourier_like_moderate
C,8,0,0.9,0.01,0,100000,0.8592036366462708,0.0501822754740715,694.1856079101562,4.7878570556640625,38.97383117675781,7.0035014152526855,54.0,59.0,104.0,9.0,27.0,results/scans/C_p113_phase1.parquet,100,0.2681954503059387,0.20822861790657043,20.884828567504883,9.196738243103027,56.618507385253906,33.759517669677734,comprehend,1000.0,1000.0,100000,0.591008186340332,0.15804634243249893,"54,59,104,9,27",54.0,99.86,0.7777777777777778,0.9814814814814815,strong,fourier_like_strong
C,8,1,0.9,0.031623,0,100000,0.909119725227356,0.1114439144730568,68.2398681640625,3.877228260040283,30.927104949951172,32.96381378173828,54.0,59.0,108.0,5.0,9.0,results/scans/C_p113_phase1.parquet,100,0.26848065853118896,0.20781253278255463,20.8443603515625,9.165200233459473,56.60911178588867,33.72981262207031,comprehend,1000.0,1000.0,100000,0.640639066696167,0.09636861830949783,"54,59,108,5,9",54.0,99.11,1.0,0.8148148148148149,strong,fourier_like_strong
C,8,2,0.9,0.1,0,500000,0.8584516644477844,0.19252921640872955,25.357192993164062,3.9533095359802246,31.389324188232422,35.84886169433594,54.0,59.0,104.0,9.0,43.0,results/scans/C_p113_phase1.parquet,100,0.26864102482795715,0.20747457444667816,20.713069915771484,9.127710342407227,56.59783172607422,33.62342834472656,comprehend,10000.0,10000.0,500000,0.5898106396198273,0.014945358037948608,"54,59,104,9,43",54.0,92.65,0.7592592592592593,0.42592592592592593,strong,fourier_like_strong
C,8,3,0.9,0.316228,0,500000,0.9072399735450745,0.09912559390068054,33.169281005859375,4.724093437194824,24.65840721130371,38.079219818115234,54.0,59.0,104.0,9.0,43.0,results/scans/C_p113_phase1.parquet,100,0.2665424048900604,0.20323750376701355,20.28110694885254,9.022119522094727,56.57956314086914,33.172237396240234,comprehend,10000.0,10000.0,500000,0.640697568655014,0.10411190986633301,"54,59,104,9,43",54.0,100.0,0.9629629629629629,0.8703703703703703,strong,fourier_like_strong
C,8,4,0.9,1.0,0,100000,0.8527641892433167,0.26131686568260193,28.429401397705078,4.468386650085449,24.104476928710938,38.516136169433594,27.0,86.0,104.0,9.0,43.0,results/scans/C_p113_phase1.parquet,100,0.26929742097854614,0.1990528553724289,19.040916442871094,8.556775093078613,56.439231872558594,32.08696365356445,comprehend,1000.0,1000.0,100000,0.5834667682647705,-0.062264010310173035,"27,86,104,9,43",27.0,87.2,0.6851851851851852,0.2592592592592593,strong,fourier_like_strong
C,8,5,0.9,3.162278,0,1000000,0.793628454208374,0.464425265789032,26.86786651611328,1.873084545135498,19.895124435424805,11.92717456817627,9.0,104.0,95.0,18.0,27.0,results/scans/C_p113_phase1.parquet,100,0.28757229447364807,0.20444786548614502,15.690887451171875,7.428716659545898,55.997589111328125,29.16678810119629,fail,,,1000000,0.506056159734726,-0.25997740030288696,"9,104,95,18,27",9.0,64.57,0.35185185185185186,0.03703703703703709,moderate,no_generalization_or_fail
